,Year,Month,Lat,Lon,SST,Chla,SSH,SOI,SSS,DO,BT,Q,E,predict_CPUE
0,2014,11,30.75,123.0,19.88766,2.349857,0.1754,0.6,29.997,8.077,21.389,0.0,0.0,0.45555264443088417
1,2014,11,30.75,123.25,20.51632,1.4219584,0.1927,0.6,29.278,8.255,21.057,18.37349821,25.22227452,6.150878185445189
2,2014,11,30.5,122.75,19.22067,2.2930152,0.2227,0.6,19.521,8.001,21.282,0.0,0.0,0.6077877017802409
3,2014,11,30.5,123.0,20.18167,1.6270332,0.194,0.6,27.336,8.524,20.807,0.0,3.025449857,1.2179517615045383
4,2014,11,30.25,123.0,20.16598,1.6000028,0.1978,0.6,27.146,9.144,21.78,19.31448934,1.643556626,8.88157998947769
5,2014,11,30.25,123.25,21.002,1.108955,0.1851,0.6,27.384,9.0,22.164,11.66503491,0.0,13.546460498857439
6,2014,11,30.0,123.0,20.62267,1.4008018,0.1826,0.6,29.85,8.727,23.719,16.49417291,3.607495607,18.003327468461215
7,2014,11,29.75,122.5,19.329,6.756738,0.1874,0.6,28.086,8.167,21.729,0.0,0.0,0.0837043595309499
8,2014,11,29.75,122.75,20.25167,2.47821,0.1728,0.6,27.839,13.89,23.517,42.04604148,0.0,32.0253841428518
9,2014,11,29.75,123.0,21.17233,1.3098329,0.1599,0.6,30.556,8.415,22.6,9.334078921,30.0517312,13.80044264926653
10,2014,11,29.75,122.25,19.031,9.434475,0.2376,0.6,30.688,8.802,22.966,1.431423697,0.0,0.25423226222937734
11,2014,11,29.5,122.75,20.73766,2.247085,0.1291,0.6,30.82,9.189,23.332,587.8706279,240.0026874,217.53003076261882
12,2014,11,29.5,123.0,21.44732,1.0008419,0.1305,0.6,31.859,8.003,21.581,87.90935526,115.65407,64.03471990081745
13,2014,11,29.25,122.5,19.96166,2.980855,0.1175,0.6,27.335,7.639,23.335,24.099193,4.67651219,11.656987064256487
14,2014,11,29.25,122.75,21.13467,1.2170024,0.0942,0.6,32.705,7.073,22.763,92.42296888,408.4102292,69.57063746111902
15,2014,11,29.0,122.25,19.45034,3.8474302,0.1206,0.6,26.012,8.13,22.97,0.0,10.88065135,0.4199735572612915
16,2014,11,29.0,122.5,20.60632,2.1981037,0.1162,0.6,31.317,9.862,23.088,651.5428114,3.133071899,385.8220131197339
17,2014,11,29.0,122.75,21.51034,1.0376779,0.0831,0.6,32.702,6.989,21.907,180.4457662,190.5020433,109.07261006010901
18,2014,11,28.75,121.75,18.34866,11.698926,0.1479,0.6,32.145,5.8455,21.027,2.794983872,0.0,0.3375325849501254
19,2014,11,28.75,122.0,18.97167,5.517879,0.1278,0.6,32.1435,5.8035,20.599,0.0,0.518931934,0.3604865316471819
20,2014,11,28.75,122.25,20.04632,2.7746289,0.1187,0.6,29.357,7.85375,22.0575,0.0,8.601845433,1.5070728425679678
21,2015,11,31.0,122.75,18.60732,1.7015738,0.0661,2.6,31.585,4.618,19.291,16.28,3.09,15.711246754163938
22,2015,11,31.0,123.25,20.428,0.6629035,0.097,2.6,33.019,4.265,21.627,364.9,1.54,237.2006154468118
23,2015,11,30.75,122.75,18.771,4.380322,0.0484,2.6,28.706,0.011,21.747,0.0,15.62,0.8280440286140873
24,2015,11,30.75,123.25,20.43133,1.4829142,0.096,2.6,32.62,4.936,17.67,455.77,5.97,252.74103980976628
25,2015,11,30.75,123.5,21.00732,0.918143,0.1113,2.6,32.314,4.351,18.328,221.05,5.58,167.06822854166828
26,2015,11,30.5,122.75,19.01965,2.604325,0.044,2.6,28.392,4.103,17.652,10.88,8.4,10.203537682270278
27,2015,11,30.5,123.0,19.74398,1.8218772,0.0829,2.6,31.926,4.693,17.643,84.44,17.02,25.824998996607896
28,2015,11,30.5,123.25,20.525,1.4037629,0.1043,2.6,32.305,5.036,17.854,141.11,614.48,154.2080018338071
29,2015,11,30.5,123.5,21.18865,0.7744457,0.1076,2.6,33.918,6.04,17.994,433.92,8.56,325.0685148514016
30,2015,11,30.5,123.75,21.57867,0.69931704,0.1103,2.6,33.883,3.756,18.549,1000.12,0.0,445.66749933901315
31,2015,11,30.25,122.5,18.93267,11.110792,0.0242,2.6,25.112,5.6,21.751,0.0,0.0,0.1766754932168597
32,2015,11,30.25,122.75,19.353,2.0792685,0.0592,2.6,26.112,3.275,21.751,45.44,16.79,26.376409538906017
33,2015,11,30.25,123.5,21.34265,1.9355482,0.1048,2.6,33.254,3.515,21.936,0.0,0.47,2.313437581823774
34,2015,11,30.0,122.5,19.22766,12.346386,0.0485,2.6,25.225,5.251,17.52,0.63,0.0,0.5379938514320983
35,2015,11,30.0,122.75,19.84066,1.6886053,0.0884,2.6,28.818,5.179,17.523,13.93,0.0,14.581938759799447
36,2015,11,30.0,123.5,21.56234,1.272109,0.1009,2.6,33.433,4.918,19.105,80.04,112.67,84.42848185879622
37,2015,11,30.0,123.0,20.69534,0.7818528,0.0952,2.6,32.155,4.699,19.042,138.13,5.27,165.93177423744538
38,2015,11,29.75,122.75,20.376,1.3179512,0.105,2.6,32.603,5.917,22.321,44.68,15.57,71.9795864725216
39,2015,11,29.75,123.0,21.22698,0.84818494,0.1027,2.6,14.098,6.938,22.321,694.46,54.97,173.81538994813093
40,2015,11,29.75,123.25,21.60598,0.84818494,0.099,2.6,33.379,5.845,22.321,389.26,631.17,260.2880450410642
41,2015,11,29.75,122.25,19.18267,8.401934,0.0216,2.6,31.3825,6.347,22.085,5.17,0.0,0.22547397219443366
42,2015,11,29.5,122.5,19.77432,1.4277526,0.0701,2.6,29.386,6.849,21.849,15.41,0.0,5.661503335481871
43,2015,11,29.5,122.75,20.81967,0.9061087,0.0925,2.6,33.209,6.86,21.848,77.28,0.0,72.01708508950459
44,2015,11,29.5,123.25,22.00732,0.8739307,0.0956,2.6,33.997,6.572,21.849,153.82,1.02,142.90904374231923
45,2015,11,29.5,122.5,19.77432,1.4277526,0.0701,2.6,29.386,6.849,21.849,1.42,4.66,5.661503335481871
46,2015,11,29.25,122.25,19.29666,12.050048,0.0192,2.6,27.046,7.351,22.027,1.31,0.0,0.167632414508055
47,2015,11,29.25,122.5,20.18566,1.9636153,0.0695,2.6,27.934,7.089,18.577,64.41,0.0,31.338893162962542
48,2015,11,29.25,122.75,21.289,0.93163294,0.0829,2.6,33.511,6.728,20.453,83.75,54.71,63.074625136134145
49,2015,11,29.25,123.0,22.00665,0.5829811,0.0888,2.6,33.538,6.781,22.033,65.58,98.41,91.771321776662
50,2015,11,29.25,123.25,22.34832,0.5829811,0.084,2.6,33.935,6.569,22.158,470.08,44.21,244.26308521402814
51,2015,11,29.0,122.25,19.75033,1.5802141,0.0354,2.6,29.112,6.93,22.11,151.76,0.0,23.610418793644726
52,2015,11,29.0,122.5,20.82598,1.6867847,0.0632,2.6,31.295,6.666,20.862,208.97,56.28,103.12828868846292
53,2015,11,29.0,122.75,21.768,0.69309324,0.0776,2.6,33.789,6.664,20.862,102.17,217.66,102.20228877307036
54,2015,11,29.0,123.0,22.27633,0.2559397,0.0812,2.6,33.896,6.699,20.806,41.94,25.7,57.4834584431253
55,2015,11,29.0,122.25,19.75033,1.5802141,0.0354,2.6,29.112,6.93,22.11,3.63,0.0,23.610418793644726
56,2015,11,28.75,122.0,19.37066,12.230373,0.0396,2.6,26.977,7.539,22.237,8.64,0.0,0.35388063946351145
57,2015,11,28.75,122.25,20.35165,3.0064883,0.0431,2.6,28.339,7.175,21.68,108.27,11.95,54.28560804037587
58,2015,11,28.75,122.5,21.48965,0.94604754,0.057,2.6,33.387,6.688,21.684,59.94,63.04,59.62318678695332
